139, 14769, 0, 0
200, 9000, 0, 0
301, 15574, 0, 0
400, 13880, 0, 0
500, 14380, 0, 0
600, 16040, 0, 0
700, 14120, 0, 0
800, 13640, 0, 0
900, 14450, 0, 0
1000, 14750, 0, 0
1100, 17050, 0, 0
1200, 17960, 0, 0
1300, 13270, 0, 0
1400, 15940, 0, 0
1500, 12600, 0, 0
1600, 15110, 0, 0
1701, 14603, 0, 0
1800, 12010, 0, 0
1900, 14830, 0, 0
2000, 13300, 0, 0
2100, 12990, 0, 0
2200, 12250, 0, 0
2300, 17240, 0, 0
2400, 16760, 0, 0
2500, 14120, 0, 0
2600, 14550, 0, 0
2700, 15500, 0, 0
2800, 14880, 0, 0
2900, 13920, 0, 0
3000, 13170, 0, 0
3101, 14663, 0, 0
3200, 15060, 0, 0
3300, 15990, 0, 0
3400, 13720, 0, 0
3500, 14040, 0, 0
3600, 16200, 0, 0
3700, 15990, 0, 0
3800, 14010, 0, 0
3900, 16010, 0, 0
4000, 17130, 0, 0
4100, 13120, 0, 0
4200, 15570, 0, 0
4300, 16840, 0, 0
4400, 13260, 0, 0
4501, 11554, 0, 0
4600, 15280, 0, 0
4700, 12160, 0, 0
4800, 16610, 0, 0
4900, 15190, 0, 0
5000, 13830, 0, 0
5100, 17800, 0, 0
5200, 16120, 0, 0
5300, 14230, 0, 0
5400, 17060, 0, 0
5500, 12380, 0, 0
5600, 14530, 0, 0
5700, 16340, 0, 0
5800, 17270, 0, 0
5901, 18237, 0, 0
6000, 16460, 0, 0
6100, 13740, 0, 0
6200, 16940, 0, 0
6300, 16760, 0, 0
6400, 14430, 0, 0
6500, 16140, 0, 0
6600, 15370, 0, 0
6700, 17190, 0, 0
6800, 13050, 0, 0
6900, 15400, 0, 0
7000, 14430, 0, 0
7100, 14710, 0, 0
7200, 16140, 0, 0
7301, 11970, 0, 0
7400, 17220, 0, 0
7500, 12790, 0, 0
7600, 14730, 0, 0
7700, 15260, 0, 0
7800, 13490, 0, 0
7900, 13290, 0, 0
8000, 16390, 0, 0
8100, 13220, 0, 0
8200, 13350, 0, 0
8300, 13420, 0, 0
8400, 12990, 0, 0
8500, 12450, 0, 0
8600, 13840, 0, 0
8701, 14702, 0, 0
8800, 17310, 0, 0
8900, 15720, 0, 0
9000, 15810, 0, 0
9100, 15290, 0, 0
9200, 18330, 0, 0
9300, 13390, 0, 0
9400, 12200, 0, 0
9500, 12300, 0, 0
9600, 18880, 0, 0
9700, 16370, 0, 0
9800, 13380, 0, 0
9900, 14770, 0, 0
