100, 1769, 0, 0
200, 4033, 0, 0
300, 1935, 0, 0
400, 1936, 0, 0
500, 1934, 0, 0
600, 1737, 0, 0
700, 1939, 0, 0
800, 1742, 0, 0
900, 1929, 0, 0
1000, 1933, 0, 0
1100, 1926, 0, 0
1200, 1743, 0, 0
1300, 1931, 0, 0
1400, 1922, 0, 0
1500, 1920, 0, 0
1600, 1750, 0, 0
1700, 1725, 0, 0
1800, 1925, 0, 0
1900, 1911, 0, 0
2000, 1919, 0, 0
2100, 4587, 0, 0
2200, 1912, 0, 0
2300, 1723, 0, 0
2400, 1743, 0, 0
2500, 1930, 0, 0
2600, 1921, 0, 0
2700, 1921, 0, 0
2800, 1914, 0, 0
2900, 1726, 0, 0
3000, 1914, 0, 0
3100, 1726, 0, 0
3200, 1928, 0, 0
3300, 1925, 0, 0
3400, 1741, 0, 0
3500, 1920, 0, 0
3600, 1926, 0, 0
3700, 1933, 0, 0
3800, 1746, 0, 0
3900, 4570, 0, 0
4000, 1722, 0, 0
4100, 1925, 0, 0
4200, 1920, 0, 0
4300, 1921, 0, 0
4400, 1921, 0, 0
4500, 1727, 0, 0
4600, 1721, 0, 0
4700, 1904, 0, 0
4800, 1911, 0, 0
4900, 1916, 0, 0
5000, 1926, 0, 0
5100, 1722, 0, 0
5200, 1926, 0, 0
5300, 1729, 0, 0
5400, 1921, 0, 0
5500, 1914, 0, 0
5600, 1900, 0, 0
5700, 1707, 0, 0
5800, 4481, 0, 0
5900, 1912, 0, 0
6000, 1723, 0, 0
6100, 1914, 0, 0
6200, 1720, 0, 0
6300, 1924, 0, 0
6400, 1905, 0, 0
6500, 1919, 0, 0
6600, 1919, 0, 0
6700, 1724, 0, 0
6800, 1728, 0, 0
6900, 1913, 0, 0
7000, 1900, 0, 0
7100, 1913, 0, 0
7200, 1910, 0, 0
7300, 1908, 0, 0
7400, 1733, 0, 0
7500, 1731, 0, 0
7600, 4513, 0, 0
7700, 1927, 0, 0
7800, 1922, 0, 0
7900, 1738, 0, 0
8000, 1921, 0, 0
8100, 1925, 0, 0
8200, 1722, 0, 0
8300, 1925, 0, 0
8400, 1923, 0, 0
8500, 1727, 0, 0
8600, 1923, 0, 0
8700, 1919, 0, 0
8800, 1930, 0, 0
8900, 1731, 0, 0
9000, 1728, 0, 0
9100, 1947, 0, 0
9200, 1932, 0, 0
9300, 1925, 0, 0
9400, 4488, 0, 0
9500, 1929, 0, 0
9600, 1745, 0, 0
9700, 1737, 0, 0
9800, 1927, 0, 0
9900, 1934, 0, 0
10000, 1931, 0, 0
